start_station_name,end_station_name,member_casual,avgTemp,season,date,day_name,time_period,rideable_type,daily_rides,trip_duration
City Hall - Washington St & 1 St,Marshall St & 2 St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,246.0
Union St,Union St,casual,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,2670.0
Sip Ave,Baldwin at Montgomery,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,535.0
Harborside,Hilltop,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,543.0
Washington St,Grove St PATH,casual,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,415.0
Columbus Park - Clinton St & 9 St,14 St Ferry - 14 St & Shipyard Ln,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,402.0
Hudson St & 4 St,14 St Ferry - 14 St & Shipyard Ln,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,2983.0
Hudson St & 4 St,Hoboken Terminal - Hudson St & Hudson Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,137.0
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,casual,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,539.0
11 St & Washington St,Hoboken Terminal - Hudson St & Hudson Pl,casual,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,462.0
Hilltop,Christ Hospital,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,250.0
Grove St PATH,Marin Light Rail,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,232.0
Hamilton Park,Jersey & 3rd,casual,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,148.0
Riverview Park,City Hall - Washington St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,596.0
Riverview Park,City Hall - Washington St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,1534.0
Dixon Mills,Leonard Gordon Park,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,782.0
9 St HBLR - Jackson St & 8 St,City Hall - Washington St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,379.0
Jersey & 3rd,Manila & 1st,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,132.0
4 St & Grand St,City Hall - Washington St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,220.0
Madison St & 1 St,City Hall - Washington St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,181.0
Newport Pkwy,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,3079.0
Warren St,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,203.0
Grand St,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,211.0
Warren St,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,211.0
Southwest Park - Jackson St & Observer Hwy,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,1212.0
Harborside,Columbus Dr at Exchange Pl,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,69.0
Harborside,Paulus Hook,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,194.0
Dixon Mills,Astor Place,casual,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,547.0
12 St & Sinatra Dr N,Southwest Park - Jackson St & Observer Hwy,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,952.0
City Hall - Washington St & 1 St,Newport Pkwy,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,924.0
Hoboken Ave at Monmouth St,6 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,548.0
Hoboken Ave at Monmouth St,Heights Elevator,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,551.0
Van Vorst Park,6 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,1308.0
Madison St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,233.0
Bloomfield St & 15 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,electric_bike,2083,405.0
Warren St,5 Corners Library,member,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,739.0
Heights Elevator,5 Corners Library,casual,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,1097.0
Manila & 1st,Essex Light Rail,casual,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,515.0
Newport PATH,Hamilton Park,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,436.0
Newport PATH,Hamilton Park,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,421.0
Newport PATH,Hamilton Park,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,318.0
Monmouth and 6th,Hamilton Park,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,3530.0
Grove St PATH,Hamilton Park,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,331.0
Hoboken Ave at Monmouth St,Hoboken Ave at Monmouth St,casual,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,1356.0
Grand St & 14 St,Bloomfield St & 15 St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,219.0
Clinton St & Newark St,4 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,171.0
Brunswick & 6th,Monmouth and 6th,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,54.0
Hudson St & 4 St,6 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,318.0
City Hall - Washington St & 1 St,4 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,208.0
Columbus Park - Clinton St & 9 St,6 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,1832.0
Hoboken Terminal - Hudson St & Hudson Pl,11 St & Washington St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,377.0
Hoboken Terminal - Hudson St & Hudson Pl,8 St & Washington St,casual,11.6,spring,2022-04-27,Wednesday,Afternoon,electric_bike,2083,255.0
14 St Ferry - 14 St & Shipyard Ln,11 St & Washington St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,146.0
Newport Pkwy,Newport Pkwy,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,505.0
Warren St,Newport Pkwy,member,11.6,spring,2022-04-27,Wednesday,Afternoon,electric_bike,2083,294.0
Newport Pkwy,Newport Pkwy,casual,11.6,spring,2022-04-27,Wednesday,Afternoon,electric_bike,2083,323.0
Newport PATH,Warren St,casual,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,329.0
Manila & 1st,Newport Pkwy,casual,11.6,spring,2022-04-27,Wednesday,Afternoon,electric_bike,2083,465.0
Hamilton Park,Grand St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,616.0
Marin Light Rail,Grove St PATH,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,180.0
Brunswick & 6th,Grove St PATH,casual,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,359.0
Brunswick & 6th,Grove St PATH,casual,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,306.0
Jersey & 6th St,Hilltop,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,534.0
Bergen Ave,Grove St PATH,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,627.0
Newport PATH,Grove St PATH,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,550.0
Newport Pkwy,Grove St PATH,casual,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,905.0
Sip Ave,Hilltop,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,178.0
Communipaw & Berry Lane,Sip Ave,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,562.0
Baldwin at Montgomery,Sip Ave,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,200.0
11 St & Washington St,Sip Ave,member,11.6,spring,2022-04-27,Wednesday,Night,electric_bike,2083,1331.0
Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,283.0
Essex Light Rail,Morris Canal,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,68.0
Lafayette Park,Van Vorst Park,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,480.0
8 St & Washington St,9 St HBLR - Jackson St & 8 St,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,290.0
Grove St PATH,Brunswick St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,190.0
12 St & Sinatra Dr N,Hudson St & 4 St,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,361.0
City Hall - Washington St & 1 St,Brunswick St,casual,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,1020.0
Monmouth and 6th,Manila & 1st,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,247.0
Monmouth and 6th,Manila & 1st,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,196.0
Grand St,Newport PATH,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,357.0
Newport PATH,Newport PATH,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,346.0
Grove St PATH,Newport PATH,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,360.0
Sip Ave,Bergen Ave,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,215.0
6 St & Grand St,11 St & Washington St,casual,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,407.0
City Hall - Washington St & 1 St,8 St & Washington St,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,244.0
Grand St & 14 St,8 St & Washington St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,377.0
Grove St PATH,Dixon Mills,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,167.0
Warren St,Washington St,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,155.0
South Waterfront Walkway - Sinatra Dr & 1 St,Hudson St & 4 St,member,11.6,spring,2022-04-27,Wednesday,Afternoon,classic_bike,2083,128.0
South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,member,11.6,spring,2022-04-27,Wednesday,Morning,electric_bike,2083,174.0
South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,577.0
Columbus Drive,Marin Light Rail,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,213.0
South Waterfront Walkway - Sinatra Dr & 1 St,14 St Ferry - 14 St & Shipyard Ln,member,11.6,spring,2022-04-27,Wednesday,Morning,classic_bike,2083,463.0
South Waterfront Walkway - Sinatra Dr & 1 St,6 St & Grand St,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,376.0
South Waterfront Walkway - Sinatra Dr & 1 St,11 St & Washington St,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,497.0
South Waterfront Walkway - Sinatra Dr & 1 St,Stevens - River Ter & 6 St,member,11.6,spring,2022-04-27,Wednesday,Evening,electric_bike,2083,156.0
South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,member,11.6,spring,2022-04-27,Wednesday,Evening,classic_bike,2083,439.0
South Waterfront Walkway - Sinatra Dr & 1 St,14 St Ferry - 14 St & Shipyard Ln,member,11.6,spring,2022-04-27,Wednesday,Night,classic_bike,2083,511.0
Grove St PATH,Liberty Light Rail,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,335.0
Washington St,Grand St,member,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,292.0
Marin Light Rail,Marin Light Rail,member,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,108.0
Grove St PATH,Marin Light Rail,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,157.0
Stevens - River Ter & 6 St,Leonard Gordon Park,casual,8.2,spring,2022-04-28,Thursday,Night,electric_bike,2095,1272.0
Grove St PATH,Brunswick St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,306.0
7 St & Monroe St,Hudson St & 4 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,970.0
Harborside,Harborside,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,1698.0
Harborside,Harborside,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,669.0
Madison St & 1 St,6 St & Grand St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,230.0
Clinton St & Newark St,11 St & Washington St,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,550.0
Jersey & 3rd,11 St & Washington St,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,1492.0
Grand St,Dixon Mills,member,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,361.0
Sip Ave,Lincoln Park,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,582.0
Sip Ave,Journal Square,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,110.0
Willow Ave & 12 St,7 St & Monroe St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,346.0
Clinton St & Newark St,7 St & Monroe St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,454.0
Church Sq Park - 5 St & Park Ave,South Waterfront Walkway - Sinatra Dr & 1 St,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,338.0
Stevens - River Ter & 6 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,159.0
Newark Ave,Columbus Drive,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,290.0
Madison St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,272.0
Hoboken Ave at Monmouth St,Clinton St & Newark St,casual,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,448.0
Monmouth and 6th,JC Medical Center,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,417.0
12 St & Sinatra Dr N,12 St & Sinatra Dr N,casual,8.2,spring,2022-04-28,Thursday,Morning,docked_bike,2095,8366.0
JC Medical Center,Paulus Hook,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,263.0
7 St & Monroe St,9 St HBLR - Jackson St & 8 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,48.0
Van Vorst Park,Marin Light Rail,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,276.0
JC Medical Center,Grand St & 14 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,1345.0
Church Sq Park - 5 St & Park Ave,Grand St & 14 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,450.0
Adams St & 2 St,Grand St & 14 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,438.0
Church Sq Park - 5 St & Park Ave,Hudson St & 4 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,136.0
Hamilton Park,Van Vorst Park,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,297.0
Columbus Park - Clinton St & 9 St,Madison St & 10 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,289.0
Newark Ave,Harborside,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,324.0
Clinton St & Newark St,Harborside,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,623.0
Willow Ave & 12 St,Church Sq Park - 5 St & Park Ave,casual,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,239.0
Morris Canal,Morris Canal,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,1822.0
Harborside,Newport PATH,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,313.0
Communipaw & Berry Lane,Dey St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,826.0
Paulus Hook,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,357.0
Morris Canal,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,266.0
Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,328.0
Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,300.0
Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,536.0
12 St & Sinatra Dr N,Hoboken Terminal - Hudson St & Hudson Pl,member,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,568.0
Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - Hudson St & Hudson Pl,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,345.0
Marshall St & 2 St,Hoboken Terminal - Hudson St & Hudson Pl,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,307.0
McGinley Square,Astor Place,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,266.0
Grand St & 14 St,Adams St & 2 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,381.0
Hamilton Park,Brunswick & 6th,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,162.0
Marin Light Rail,Brunswick & 6th,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,698.0
6 St & Grand St,Stevens - River Ter & 6 St,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,363.0
Stevens - River Ter & 6 St,Stevens - River Ter & 6 St,casual,8.2,spring,2022-04-28,Thursday,Night,electric_bike,2095,378.0
Grand St & 14 St,Stevens - River Ter & 6 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,463.0
12 St & Sinatra Dr N,12 St & Sinatra Dr N,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,6.0
Jackson Square,Columbus Drive,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,1160.0
Willow Ave & 12 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,491.0
8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,309.0
8 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,306.0
11 St & Washington St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,439.0
4 St & Grand St,7 St & Monroe St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,209.0
Hoboken Ave at Monmouth St,7 St & Monroe St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,409.0
Dixon Mills,Glenwood Ave,member,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,512.0
Van Vorst Park,Harborside,casual,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,560.0
Grand St & 14 St,Lafayette Park,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,1905.0
Liberty Light Rail,Newark Ave,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,562.0
Hoboken Ave at Monmouth St,Newark Ave,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,462.0
Harborside,Liberty Light Rail,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,1005.0
Harborside,City Hall,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,294.0
Liberty Light Rail,Liberty Light Rail,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,1696.0
Liberty Light Rail,Liberty Light Rail,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,3825.0
Brunswick St,Hamilton Park,casual,8.2,spring,2022-04-28,Thursday,Afternoon,docked_bike,2095,457.0
Grove St PATH,Marshall St & 2 St,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,755.0
City Hall - Washington St & 1 St,Marshall St & 2 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,1007.0
8 St & Washington St,Willow Ave & 12 St,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,272.0
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,468.0
Oakland Ave,Oakland Ave,casual,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,1092.0
Sip Ave,Baldwin at Montgomery,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,321.0
JC Medical Center,Grove St PATH,casual,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,191.0
Pershing Field,Hilltop,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,478.0
Liberty Light Rail,Grove St PATH,casual,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,551.0
Brunswick St,Grove St PATH,casual,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,218.0
Dixon Mills,Grove St PATH,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,167.0
Hamilton Park,Hilltop,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,402.0
Grove St PATH,Brunswick & 6th,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,255.0
Grove St PATH,Brunswick & 6th,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,299.0
City Hall - Washington St & 1 St,14 St Ferry - 14 St & Shipyard Ln,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,2160.0
Clinton St & Newark St,Grand St & 14 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,599.0
Hoboken Ave at Monmouth St,City Hall - Washington St & 1 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,418.0
Grand St & 14 St,City Hall - Washington St & 1 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,685.0
Madison St & 1 St,City Hall - Washington St & 1 St,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,168.0
Hoboken Ave at Monmouth St,Clinton St & 7 St,member,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,464.0
Harborside,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,84.0
Hamilton Park,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,609.0
Harborside,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,84.0
Dixon Mills,Columbus Dr at Exchange Pl,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,346.0
Paulus Hook,Paulus Hook,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,24.0
Grove St PATH,Jersey & 6th St,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,164.0
Grove St PATH,Jersey & 6th St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,257.0
7 St & Monroe St,Adams St & 2 St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,193.0
Southwest Park - Jackson St & Observer Hwy,Southwest Park - Jackson St & Observer Hwy,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,9.0
Oakland Ave,Newport Pkwy,member,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,504.0
Grove St PATH,Liberty Light Rail,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,629.0
Manila & 1st,Liberty Light Rail,casual,8.2,spring,2022-04-28,Thursday,Morning,electric_bike,2095,629.0
Madison St & 1 St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,387.0
Manila & 1st,Columbus Drive,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,155.0
7 St & Monroe St,South Waterfront Walkway - Sinatra Dr & 1 St,member,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,393.0
Montgomery St,Hamilton Park,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,393.0
Newport Pkwy,Hamilton Park,casual,8.2,spring,2022-04-28,Thursday,Afternoon,electric_bike,2095,339.0
Hoboken Ave at Monmouth St,Hamilton Park,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,301.0
Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,casual,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,657.0
City Hall - Washington St & 1 St,Hoboken Ave at Monmouth St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,526.0
City Hall - Washington St & 1 St,Bloomfield St & 15 St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,558.0
11 St & Washington St,Clinton St & 7 St,casual,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,249.0
Grove St PATH,JC Medical Center,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,296.0
Grove St PATH,Monmouth and 6th,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,266.0
Journal Square,Pershing Field,member,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,582.0
Hudson St & 4 St,6 St & Grand St,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,438.0
Grove St PATH,Dixon Mills,member,8.2,spring,2022-04-28,Thursday,Night,classic_bike,2095,420.0
Newark Ave,Dixon Mills,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,83.0
Adams St & 11 St,11 St & Washington St,casual,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,198.0
Washington St,Newport Pkwy,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,209.0
4 St & Grand St,Newport Pkwy,casual,8.2,spring,2022-04-28,Thursday,Afternoon,classic_bike,2095,636.0
Harborside,Newport PATH,member,8.2,spring,2022-04-28,Thursday,Evening,classic_bike,2095,230.0
Hamilton Park,Montgomery St,casual,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,1154.0
Columbus Dr at Exchange Pl,Grand St,member,8.2,spring,2022-04-28,Thursday,Evening,electric_bike,2095,150.0
Van Vorst Park,Grove St PATH,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,174.0
Hamilton Park,Grove St PATH,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,282.0
Montgomery St,Grove St PATH,member,8.2,spring,2022-04-28,Thursday,Morning,classic_bike,2095,229.0
